4.74819 108.2 0 0 1 19.0727 1 1
23.8209 108.2 0 0 1 0.110001 1 2
23.9308 108.197 0 6.22818 1 0.110001 1 2
24.0404 108.188 0 6.17318 1 0.110001 1 2
24.1494 108.173 0 6.11818 1 0.110001 1 2
24.2573 108.152 0 6.06318 1 0.110001 1 2
24.364 108.125 0 6.00818 1 0.110001 1 2
24.469 108.092 0 5.95318 1 0.110001 1 2
24.572 108.054 0 5.89818 1 0.110001 1 2
24.6728 108.01 0 5.84318 1 0.110001 1 2
24.771 107.96 0 5.78818 1 0.110001 1 2
24.8663 107.905 0 5.73318 1 0.110001 1 2
24.9584 107.845 0 5.67818 1 0.110001 1 2
25.0471 107.78 0 5.62318 1 0.110001 1 2
25.1321 107.71 0 5.56818 1 0.110001 1 2
25.2132 107.636 0 5.51318 1 0.110001 1 2
25.29 107.557 0 5.45818 1 0.110001 1 2
25.3624 107.475 0 5.40318 1 0.110001 1 2
25.4301 107.388 0 5.34818 1 0.110001 1 2
25.4929 107.298 0 5.29318 1 0.110001 1 2
25.5507 107.204 0 5.23818 1 0.110001 1 2
25.6033 107.107 0 5.18318 1 0.110001 1 2
25.6505 107.008 0 5.12818 1 0.110001 1 2
25.6921 106.906 0 5.07318 1 0.110001 1 2
25.7281 106.802 0 5.01818 1 0.110001 1 2
25.7583 106.697 0 4.96317 1 0.110001 1 2
25.7827 106.589 0 4.90817 1 0.110001 1 2
25.8011 106.481 0 4.85317 1 0.110001 1 2
25.8135 106.372 0 4.79817 1 0.110001 1 2
25.82 106.262 0 4.75394 1 0.100001 1 2
25.8242 106.162 0 4.75396 1 0.100001 1 2
25.8284 106.062 0 4.75396 1 0.100001 1 2
25.8325 105.962 0 4.75396 1 0.100001 1 2
25.8367 105.862 0 4.75396 1 0.100001 1 2
25.8408 105.762 0 4.75396 1 0.100001 1 2
25.845 105.662 0 4.75396 1 0.100001 1 2
25.8491 105.562 0 4.75396 1 0.100001 1 2
25.8533 105.463 0 4.75396 1 0.100001 1 2
25.8575 105.363 0 4.75396 1 0.100001 1 2
25.8616 105.263 0 4.75396 1 0.100001 1 2
25.8658 105.163 0 4.75396 1 0.100001 1 2
25.8699 105.063 0 4.75396 1 0.100001 1 2
25.8741 104.963 0 4.75396 1 0.100001 1 2
25.8782 104.863 0 4.75396 1 0.100001 1 2
25.8824 104.763 0 4.75396 1 0.100001 1 2
25.8865 104.663 0 4.75396 1 0.100001 1 2
25.8907 104.563 0 4.75396 1 0.100001 1 2
25.8949 104.463 0 4.75396 1 0.100001 1 2
25.899 104.363 0 4.75396 1 0.100001 1 2
25.9032 104.264 0 4.75396 1 0.100001 1 2
25.9073 104.164 0 4.75396 1 0.100001 1 2
25.9115 104.064 0 4.75396 1 0.100001 1 2
25.9156 103.964 0 4.75396 1 0.100001 1 2
25.9198 103.864 0 4.75396 1 0.100001 1 2
25.924 103.764 0 4.75396 1 0.100001 1 2
25.9281 103.664 0 4.75396 1 0.100001 1 2
25.9323 103.564 0 4.75396 1 0.100001 1 2
25.9364 103.464 0 4.75396 1 0.100001 1 2
25.9406 103.364 0 4.75396 1 0.100001 1 2
25.9447 103.264 0 4.75396 1 0.100001 1 2
25.9489 103.165 0 4.75396 1 0.100001 1 2
25.953 103.065 0 4.75396 1 0.100001 1 2
25.9572 102.965 0 4.75396 1 0.100001 1 2
25.9614 102.865 0 4.75396 1 0.100001 1 2
25.9655 102.765 0 4.75396 1 0.100001 1 2
25.9697 102.665 0 4.75396 1 0.100001 1 2
25.9738 102.565 0 4.75396 1 0.100001 1 2
25.978 102.465 0 4.75396 1 0.100001 1 2
25.9821 102.365 0 4.75396 1 0.100001 1 2
25.9863 102.265 0 4.75396 1 0.100001 1 2
25.9905 102.165 0 4.75396 1 0.100001 1 2
25.9946 102.065 0 4.75396 1 0.100001 1 2
25.9988 101.966 0 4.75396 1 0.100001 1 2
26.0029 101.866 0 4.75396 1 0.100001 1 2
26.0071 101.766 0 4.75396 1 0.100001 1 2
26.0112 101.666 0 4.75396 1 0.100001 1 2
26.0154 101.566 0 4.75396 1 0.100001 1 2
26.0195 101.466 0 4.75396 1 0.100001 1 2
26.0237 101.366 0 4.75396 1 0.100001 1 2
26.0279 101.266 0 4.75396 1 0.100001 1 2
26.032 101.166 0 4.75396 1 0.100001 1 2
26.0362 101.066 0 4.75396 1 0.100001 1 2
26.0403 100.966 0 4.75396 1 0.100001 1 2
26.0445 100.866 0 4.75396 1 0.100001 1 2
26.0486 100.767 0 4.75396 1 0.100001 1 2
26.0528 100.667 0 4.75396 1 0.100001 1 2
26.057 100.567 0 4.75396 1 0.100001 1 2
26.0611 100.467 0 4.75396 1 0.100001 1 2
26.0653 100.367 0 4.75396 1 0.100001 1 2
26.0694 100.267 0 4.75396 1 0.100001 1 2
26.0736 100.167 0 4.75396 1 0.100001 1 2
26.0777 100.067 0 4.75396 1 0.100001 1 2
26.0819 99.9672 0 4.75396 1 0.100001 1 2
26.086 99.8673 0 4.75396 1 0.100001 1 2
26.0902 99.7674 0 4.75396 1 0.100001 1 2
26.0944 99.6675 0 4.75396 1 0.100001 1 2
26.0985 99.5676 0 4.75396 1 0.100001 1 2
26.1027 99.4677 0 4.75396 1 0.100001 1 2
26.1068 99.3678 0 4.75396 1 0.100001 1 2
26.111 99.2678 0 4.75396 1 0.100001 1 2
26.1151 99.1679 0 4.75396 1 0.100001 1 2
26.1193 99.068 0 4.75396 1 0.100001 1 2
26.1235 98.9681 0 4.75396 1 0.100001 1 2
26.1276 98.8682 0 4.75396 1 0.100001 1 2
26.1318 98.7683 0 4.75396 1 0.100001 1 2
26.1359 98.6684 0 4.75396 1 0.100001 1 2
26.1401 98.5684 0 4.75396 1 0.100001 1 2
26.1442 98.4685 0 4.75396 1 0.100001 1 2
26.1484 98.3686 0 4.75396 1 0.100001 1 2
26.1525 98.2687 0 4.74648 1 0.110001 1 2
26.1532 98.1587 0 4.6916 1 0.110001 1 2
26.1479 98.0489 0 4.6366 1 0.110001 1 2
26.1366 97.9395 0 4.5816 1 0.110001 1 2
26.1192 97.8308 0 4.5266 1 0.110001 1 2
26.096 97.7234 0 4.4716 1 0.110001 1 2
26.0668 97.6173 0 4.4166 1 0.110001 1 2
26.0319 97.513 0 4.3616 1 0.110001 1 2
25.9913 97.4108 0 4.3066 1 0.110001 1 2
25.9451 97.311 0 4.2516 1 0.110001 1 2
25.8935 97.2138 0 4.1966 1 0.110001 1 2
25.8366 97.1197 0 4.1416 1 0.110001 1 2
25.7747 97.0288 0 4.0866 1 0.110001 1 2
25.7078 96.9415 0 4.0316 1 0.110001 1 2
25.6363 96.8579 0 3.9766 1 0.110001 1 2
25.5602 96.7785 0 3.9216 1 0.110001 1 2
25.4799 96.7033 0 3.8666 1 0.110001 1 2
25.3956 96.6326 0 3.8116 1 0.110001 1 2
